CustLocation,total_customers,avg_balance,total_transaction_volume
"AMBARNATH WEST",2,23850.47,0
AMBASAMUDRAM,48,44230.414374999986,0
"AMBATHUR CHENNAI",1,19394.32,0
AMBATTUR,8,5851.489999999999,0
"AMBATTUR CHENNAI",12,39155.35999999999,0
AMBAWADI,6,263.11000000000007,0
"AMBEDKAR NAGAR",76,24873.89727272728,0
"AMBEDKAR NGR POLICE STN SOUTH DELHI",4,7616.4,0
"AMBEDKAR STATUE HYDERABAD",7,9289.518571428569,0
"AMBEGAON BK",1,4796.29,0
"AMBEGAON BK PUNE",5,39255.62,0
AMBELIM,1,31256.85,0
AMBER,34,25.580000000000013,0
AMBERNATH,38,33369.48368421053,0
"AMBERNATH  E THANE",1,17447.77,0
"AMBERNATH AMBERNATH AMBARNATH THANE",9,3815.739999999999,0
"AMBERNATH AMBERNATH THANE",16,333.6825,0
"AMBERNATH E",26,93779.94692307693,0
"AMBERNATH E THANE",13,14651.683846153846,0
"AMBERNATH EAST",4,467679.5875,0
"AMBERNATH W",1,111840.6,0
"AMBERNATH WEST",7,49209.65000000001,0
AMBERNATH-E,10,6701.01,0
"AMBERNATH-E THANE",3,16929.94,0
"AMBEWADI ANDHERI EAST MUMBAI",5,2621.71,0
AMBIKAPUR,18,31967.494999999988,0
"AMBIVALI EAST",1,10656.08,0
"AMBIVLI WEST",1,11157.85,0
AMBUR,22,10926.784545454544,0
"AMBUR TK VLR DT",5,121.68000000000002,0
"AMBUR VELLORE",4,113028.3275,0
AMBUR-VELLORE,9,35234.799999999996,0
"AMEERPET HYDERABAD",8,9212.51875,0
AMESTERDAM,6,4057.1699999999996,0
AMET,13,30923.320000000003,0
AMETHI,56,6600.4860714285705,0
AMGRON,2,7960.41,0
"AMIDHARA WADI SURAT",6,8612.35,0
"AMIRCHAND HIGHSCHOOL MUMBAI",2,13056.77,0
AMLA,4,9372.91,0
"AMLI SILVASSA",1,35.95,0
AMLOH,18,19271.116111111114,0
"AMMIS BIRIYANI BANGALORE",7,410029.87000000005,0
AMORHA,11,609.08,0
AMRAI,24,7730.739999999998,0
AMRAVATI,299,30673.844372881336,0
"AMRAVATI DISTT AMRAVATI",2,661.25,0
"AMRAVATI ROAD NAGPUR",12,38972.28999999999,0
"AMRAVATI WARUD",1,6287.65,0
AMRELI,72,18257.947222222214,0
AMRISTSAR,5,10742.58,0
AMRITASAR,4,76940.47,0
AMRITSAR,3821,90710.88843856387,0
"AMRITSAR AMRITSAR",25,7450.714000000002,0
"AMRITSAR- 1",2,49113.35,0
"AMRITSAR-2 DIST-AMRITSAR AMRITSAR",4,29511.96,0
AMROHA,87,10176.612988505738,0
"AMRUTHA BAKERY BANGALORE",1,313072.19,0
ANAND,485,109384.7986956523,0
"ANAND BHAVAN CHENNAI",19,19727.679999999997,0
"ANAND NAGAR DAHISAR E MUMBAI",10,37401.08999999999,0
"ANAND VIHAR MEDICAL SHOP MUMBAI",24,944787.38,0
"ANANDAPUR BRANCH KOLKATA",5,31265.02,0
"ANANDNAGAR AHMEDABAD",8,43014.97,0
"ANANDPUR SAHIB",24,62936.10250000001,0
ANANDPURI,3,18706.23,0
"ANANDPURR SAHIB",3,29182.59,0
ANANTAPUR,442,24407.921719457012,0
"ANANTAPUR DIST",2,15818.06,0
ANANTHAPUR,8,31334.146249999998,0
ANANTNAG,71,28010.212957746506,0
"ANAPARTHI MANDAL",2,43.37,0
ANATAPUR,4,25719.69,0
ANAYARA,22,19420.989999999994,0
"ANCHOR POWER GYM CHENNAI",3,35.91,0
"AND 15/738 HAJI ALI MUMBAI",4,8478,0
"AND 25A GURGAON",18,34425.84333333333,0
"AND 28 PAUD ROAD PUNE",9,14090.630000000001,0
"AND CORPORATION BANK ATM BANGALORE",8,14053.839999999998,0
"AND GANAPATI MANDIR THANE",12,528607.5999999999,0
"AND LANCO HILLS HYDERABAD",1,201607.92,0
"AND MAHARASHTRA BANK MULUND",4,94858.5,0
"AND POOR OFFICE PUNE",2,919944.72,0
ANDAL,1,15498.7,0
"ANDAL BURDWAN",1,235.31,0
ANDAMAN,26,31798.930000000015,0
ANDAMANS,15,7801.023333333333,0
"ANDHER W MUMBAI",5,14315,0
"ANDHERI (E ) MUMBAI",3,87738.52999999998,0
"ANDHERI (E) MUMBAI",195,117908.52109289618,0
"ANDHERI (EAST) MUMBAI",54,235890.8709259259,0
"ANDHERI (W) MUMBAI",286,25757.847482517474,0
"ANDHERI (W) MUMBAI MUMBAI",5,21006.25,0
"ANDHERI (W) OSHIWARA MUMBAI",14,563.1400000000001,0
"ANDHERI (WEST)  MUMBAI",1,4953.69,0
"ANDHERI (WEST) MUMBAI",3,7870.61,0
"ANDHERI E",4,54412.795000000006,0
"ANDHERI E  MUMBAI",11,4320.55090909091,0
"ANDHERI E B/H AKRUTI STAR MUMBAI",7,4350.830000000001,0
"ANDHERI E MUMBAI",189,41398.19661375656,0
"ANDHERI E SAKINAKA MUMBAI",3,20578.12,0
"ANDHERI EAST",32,38358.7884375,0
"ANDHERI EAST MUMBAI",193,246551.0532642486,0
"ANDHERI EAST MUMBAI MUMBAI",4,478782.79,0
"ANDHERI EAST SAKINAKA MUMBAI",1,51.05,0
"ANDHERI EAST SURATAHMADABAD TRNSPT",1,20876.12,0
"ANDHERI EAST UMBAI",6,93660.02,0
"ANDHERI GHATKOPAR LINK ROAD MUMBAI",4,2696.5,0
"ANDHERI KURLA ROAD ANDHERI E MUMBAI",17,122797.71823529412,0
"ANDHERI KURLA ROAD MUMBAI",24,3454.5899999999983,0
"ANDHERI LINK RD ANDHERI W MUMBAI",18,86.46000000000002,0
"ANDHERI LINK ROAD ANDHERI W MUMBAI",6,4867.46,0
"ANDHERI MUMBAI",26,91893.35346153843,0
"ANDHERI RAIL WAY STN MUMBAI",5,2545.74,0
"ANDHERI RAILWAY STATION MUMBAI",5,1544.03,0
"ANDHERI RLY STN MUMBAI",6,25488.959999999995,0
"ANDHERI ROAD ANDHERI EAST MUMBAI",38,352189.4800000003,0
"ANDHERI W",1,368167.17,0
"ANDHERI W MUMBAI",212,45412.64141509428,0
"ANDHERI WEST MUMBAI",72,82719.4815277778,0
"ANDHERI-E MUMBAI",55,261409.0572727273,0
"ANDHERI-W MUMBAI",18,22201.964999999993,0
ANDHERI-W-MUMBAI,1,25332.36,0
"ANDHERI(E) MUMBAI",47,7715.8372340425585,0
"ANDHERI(EAST) MUMBAI",2,130398.555,0
"ANDHERI(W) MUMBAI",11,41293.063636363644,0
"ANDHRA PRADESH",8,2293.07,0
"ANDHRI E MUMBAI",1,18840.48,0
ANDROTH,13,7.959999999999998,0
ANDRWARI,5,4087.6,0
ANDUL,1,6320.09,0
"ANEKAL TALUK BANGALORE",7,36058.38,0
ANGADY,2,901.47,0
ANGAMALI,4,30.43,0
ANGAMALY,5,4105.87,0
"ANGERIPALAYAM TIRUPUR RURAL C",1,69435.65,0
ANGUL,44,52722.27840909091,0
"ANGUL - ORISSA",4,40367.1325,0
"ANIK DEPOT MUMBAI",4,2907.53,0
ANIKKADU,1,97829.45,0
ANIMOOR,2,44652.43,0
ANJAR,33,95697.81909090909,0
"ANJAR GANDHIDHAM",19,16299.46210526316,0
"ANJAR GANDHIDHAM KUTCH",5,10738.823999999999,0
ANJUNA,4,33847.902500000004,0
ANKIESHWAR,3,3919.81,0
ANKLESHWAR,140,53501.14199999996,0
ANKOLA,3,14961.79,0
"ANNA FLYOVER CHENNAI",27,32101.29000000001,0
"ANNANAGAR WEST EXTN",17,40870.020000000004,0
"ANNAPOORNESHWARI TEMPLE BANGALORE",7,117859.62,0
"ANNAPURNESHWARI TEMPLE RD BANGALORE",1,477008.64,0
ANNAVARAM,3,17.09,0
ANOOPPUR,11,3975.61,0
ANOOPSHAHR,22,1395448.5386956518,0
ANTA,2,18310.51,0
ANTARJAL,6,6323.34,0
"ANTOP HILL MUMBAI",9,29560.144444444442,0
ANTWERPEN,3,2765110.89,0
ANUGUL,7,329.88999999999993,0
ANUPASHAHR,12,63143.75,0
ANUPPUR,23,15166.807391304348,0
ANUPSHAHR,1,17214.81,0
"APARTMENT BANGALORE",5,615.25,0
"APARTMENTS CHENNAI",5,3424.7399999999993,0
"APARTMENTS PATPARGANJ DELHI",12,89776.82999999997,0
"APNA BAZAR THANE",12,128078.39999999998,0
"APOLO PHARMACY THANE WEST THANE",1,28098.95,0
"APPA JUNCTION HYDERABAD",11,82.87,0
"APPARTMENT KOLKATA",12,17348.179999999997,0
"APPARTMENTS BANGALORE",4,236225.75,0
"APPARTMENTS NEW DELHI",12,99409.64,0
"APPT BANGALORE",9,24707.299999999996,0
"APPT BANGALORE NORTH BANGALORE",1,38411.54,0
"APPT PATNA",1,72700.98,0
APRA,1,429883.6,0
"APT  MUMBAI",2,761.54,0
"APT BANGALORE",18,358093.25500000006,0
"APT NR SAVE BAZAR BANGALORE",1,48381.82,0
"APTS BANGALORE",1,117136,0
"APURA WHITE FIELD MAIN RD BANGALORE",14,972540.7899999997,0
"AQUEM MARGAO",3,1326.87,0
ARA,30,7609.6106666666665,0
ARACKULAM,3,7349.11,0
ARAKKONAM,13,14174.007692307698,0
ARAKONAM,1,117472,0
ARAKUZHA,3,6536.82,0
ARARIA,65,4327.172923076923,0
"ARCADE NAVI MUMBAI",1,7906.8,0
"ARCH BANGALORE",1,11680.52,0
"ARCH TIRUPATI",2,66.25,0
"ARCHID BANGALORE",4,13429.61,0
"AREA BANGALORE",3,74.99,0
"AREA MOHALI",9,232.81999999999996,0
"AREA PHASE 1 NEW DELHI",18,346.33,0
"AREA RABALE NAVI MUMBAI",11,10298.08,0
"AREA TAL KHED CHAKAN PUNE PUNE",2,3144.73,0
"AREA WHITE FIELD BANGALORE",1,1961.86,0
"AREATURBHE MIDC NAVI MUMBAI",9,16072.270000000002,0
AREZZO,8,251241.82000000004,0
ARIYALUR,87,6691.747701149426,0
"ARIYALUR (DT)",1,9747.25,0
"ARIYALUR DISTRICT",21,8960.930909090914,0
"ARIYALUR DT",11,7638.94,0
ARIYAPPAPURAM,5,5018.39,0
ARKI,2,6882.68,0
ARLEM,64,12718.463076923077,0
ARMOOR,8,143184.07000000004,0
ARMULA,1,4639.16,0
ARMUR,43,8897.5,0
ARNI,29,3604.6900000000014,0
ARPORA,7,28.389999999999993,0
"ARPORA CHAPEL ARPORA",1,81.67,0
ARRAH,1,7.82,0
ARUMBAKKAM,9,6416.25,0
ARUPPUKKOTAI,9,1364.92,0
ARUPPUKOTTAI,7,58.42000000000001,0
ARUSHA,1,20474.14,0
ARUVAPPULAM,3,166.03,0
ARVALLI,8,19239.746250000004,0
ARWAL,47,29706.24936170212,0
"ASALPHA GHATKOPAR WEST MUMBAI",1,23754.85,0
ASANSOL,410,66153.37784841086,0
"ASANSOL NORTH ASANSOL",1,132.77,0
"ASF INSIGNIA GWAL PAHARI GURGAON",6,14863.42,0
ASHFIELD,12,248288.16000000003,0
"ASHISH HOTEL PANCHVATI AHMEDABAD",9,1039782.0900000001,0
"ASHOK NAGAR",14,7535.003571428572,0
"ASHOK NAGAR BANGALORE",2,560.98,0
"ASHOK NAGAR DHANSAR",3,8926.7,0
"ASHOK NAGAR MUMBAI",15,5582.330000000001,0
"ASHOK NAGAR,MADHYA PRADESH",1,8363.18,0
"ASHOK VIHAR PHASE 3 GURGAON",7,16474,0
"ASHOKA MARG NASHIK",8,96787.63,0
"ASHRAM HOOGHLY",2,6815.44,0
"ASHRAM JAHANGIRPURA RANDER SURAT",1,537.58,0
"ASHRAM MUMBAI",7,40554.99,0
"ASHRAM ROAD AHMEDABAD",1,47183.9,0
"ASHRAM SOCIETY MUMBAI",8,129675.70999999999,0
ASHTA,7,3524.989999999999,0
ASKAGANJAM,1,0.97,0
"ASPATAL ASHOK NAGAR MORADABAD",17,148.63999999999993,0
ASPUR,1,33880.48,0
ASSAGAO,9,453161.5,0
ASSAGAON,1,744299.01,0
ASSAM,1,1227.8,0
"ASSAM NEAR SBI JORHAT",1,15709.41,0
"ASSOCIATES SALEM",1,NULL,0
"ASSOCIATION KOLKATA",4,1098529.06,0
ASSOLNA,12,182094.78,0
"ASSOLNA SALCETE",2,3497.68,0
"ASSONORA NORTH GOA",6,627700.52,0
"ASSOSIATION KOLKATA",3,1591.4399999999998,0
"ASSOSIATOIN CULTURAL PARK MUMBAI",4,58.55,0
"AT ROAD AURANGABAD",2,9875.12,0
"ATA CHAKKI KHARAR",1,162464.4,0
ATELI,1,63.49,0
ATHAL,18,6398.622222222221,0
"ATHAL VILLAGE",7,13967.789999999997,0
ATHIRAMPUZHA,16,5883.5,0
"ATM BANGALORE",5,18414.7,0
"ATM MUMBAI",1,642.55,0
ATMAKUR,1,130.69,0
ATTAPPALLAM,10,3740.31,0
"ATTAPUR HYDERABAD",15,117250.33000000003,0
ATTINGAL,7,12650.22,0
AUBURN,1,16087.91,0
AUCKLAND,1,136865.12,0
AUL,2,5657.74,0
"AUNDH CAMP PUNE",16,22282.254999999994,0
"AUNDH PUNE",16,6797.754375,0
"AUNDH SANEWADI",1,5232.45,0
"AUNDHA NAGNATH",16,111848.51,0
AURAIYA,90,43041.84399999998,0
AURANGABAD,3303,47388.57316681811,0
"AURANGABAD AURANGABAD",15,142.58,0
AUROVILLE,6,7618.080000000001,0
AUSTIN,15,335867.95066666673,0
"AUTO GUARAGE THANE",4,29933.46,0
"AUTOMOBILE CENTER MUMBAI",2,69069.1,0
"AUTOMOBILES JHARGRAM",2,25569.04,0
"AUTOMOTIVE WORKSHOP SECUNDERABAD",10,4116.21,0
"AVANTICHOWK PANDRI RAIPUR CG RAIPUR",8,52092.16,0
AVINASHI,25,114992.75600000004,0
"AXA SIGNAL BANGALORE",1,0,0
"AXIS BANK ATM HYDERABAD",15,663694.78,0
"AXIS BANK ATM KOLKATA",3,108,0
"AXIS BANK DELHI",1,64810.27,0
"AXIS BANK DURGAPUR",1,1440.65,0
"AXIS BANK HYDERABAD",11,3452895.9209090914,0
"AYANAVARAM CHENNAI",5,47607.39,0
"AYODHYA NGR NAGPURAYODHYANGR NAGPUR",5,222411.49,0
"AZAD NAGAR MUMBAI",14,214814.74714285714,0
"AZAD NAGAR THANE",17,94499.95999999998,0
"AZAD NGR SANDOZ BAUGH THANE",4,86307.89,0
AZAMGARH,361,15845.087202216047,0
AZAWL,1,16679.39,0
AZITNAGAR,3,4309.33,0
"B LORE NORTH BANGALORE",2,4325.64,0
"B NO 3 KALYANI NAGAR PUNE",3,15.03,0
"B S CITY",25,29373.599999999988,0
"B/H ATM UNION BANK OF INDIA NASHIK",5,621.21,0
"B/H SHOPPER STOP BEGAMPET HYDERABAD",4,10459.47,0
"B/H SOMANI HOSPITAL JAIPUR",1,3558.33,0
"B/H TOTAL CAR MALL NAVI MUMBAI",1,66180.73,0
"B/H VIDYANJALI SCHOOL BANGALORE",2,1629951.53,0
"BABA BAKALA",2,882.29,0
"BABA TEMPLE BANGALORE",2,12691.65,0
"BABU STATUE CHENNAI",3,790.41,0
BABUPUR,2,35961.07,0
"BABUSAPALYA BANGALORE",16,417521.7699999999,0
"BACHPALLE K V RANGAREDDY",7,54800.494285714296,0
"BACHUPALLY RANGAREDDI",15,55351.10999999999,0
"BACK SIDE BANGALORE",2,5483.59,0
"BACK SIDE HYDERABAD",2,102267.4,0
"BACKSIDE CHENNAI",2,69765.79,0
"BACKSIDE HUBLI",5,8816.27,0
"BACKSIDE LANE HYDERABAD",2,55.75,0
"BACKSIDE TIRUPUR",2,38315.28,0
BADAGARA,1,60800.36,0
"BADALAPUR W",1,15.48,0
"BADALAPUR W THANE",1,12468.19,0
BADALAPUR-W,5,8278.93,0
BADAPARA,1,22830.46,0
"BADARPUR (SOUTH DELHI) NEW DELHI",5,1459.87,0
"BADARPUR DELHI",14,8633.771428571428,0
BADAUN,45,162271.04800000004,0
"BADAUN BADAUN",1,36553.05,0
BADAUT,3,6881.06,0
BADAYOAYO,2,14355.77,0
BADDI,393,45966.483979591794,0
BADGAM,3,4389.08,0
"BADHERI CHANDIGARH",2,4082.88,0
BADLAPUR,217,24512.424654377846,0
"BADLAPUR (E) BADLAPUR",5,6855.33,0
"BADLAPUR (E) THANE",2,27396.06,0
"BADLAPUR (W)",1,815.22,0
"BADLAPUR E",10,125233.303,0
"BADLAPUR EAST",22,129517.285,0
"BADLAPUR EAST (THANE)",1,79803.67,0
"BADLAPUR KULGAON AMBARNATH THANE",1,14434.05,0
"BADLAPUR KULGAON THANE",14,29106.89000000001,0
"BADLAPUR THANE",5,206419.062,0
"BADLAPUR W",8,125505.68625,0
"BADLAPUR WEST",8,6081.6587500000005,0
"BADLAPUR WEST THANE",3,4383.433333333333,0
BADLAPUR(E),4,30253.62,0
BADSHAPUR,4,1,0
"BADULI SAHARANPUR",1,93.38,0
BADWANI,2,53102.67,0
"BAER GREATER NOIDA",1,2239.67,0
"BAGADGANJ NAGPUR",1,455275.02,0
BAGAHA,6,6255.246666666667,0
BAGALKOT,126,22711.159126984137,0
"BAGALKOT DIST",7,14584.149999999998,0
"BAGAN SILCHAR",3,8660.52,0
"BAGARAPET KOLAR",1,2.55,0
BAGDAH,2,2.97,0
BAGDOGRA,2,32.48,0
BAGESHWAR,111,12506.894234234229,0
"BAGH KALINDI KUNJ NEW DELHI",1,8626.19,0
BAGHPAT,256,43093.46738281254,0
"BAGHPAT BARAUT",1,4712.26,0
BAGPAT,8,21132.58,0
BAHADORGARH,2,19204.98,0
"BAHADUR GARH",6,17512.459999999995,0
BAHADURGAR,3,1256.52,0
BAHADURGARH,785,58738.42034793808,0
"BAHADURGARH (HARYANA)",223,113148.87264573984,0
"BAHADVR GARH",11,12251.08,0
"BAHARACHHAT TEH MARIHAN MIRZAPUR",2,25458.03,0
BAHARAICH,3,5123.706666666667,0
BAHRAICH,70,26874.00957746478,0
BAHRAIN,2,234228.52,0
"BAHULA NASHIK",1,2624.91,0
"BAI HOSPITAL HOSUR",3,3445.27,0
BAIE,9,39474.46,0
BAIGUINIM,1,44894.94,0
BAIHAR,23,6660.8,0
BAIJNATH,3,3284.603333333333,0
BAINSI,8,1992.26,0
"BAIPAS JAIPUR",7,8812.72,0
BAIRIYA,1,11641.26,0
BAIRNSDALE,7,71001.21999999999,0
"BAITOONHALL SCHOOL NEW KOLKATA",4,391.83,0
"BAKERY BANGALORE",13,97338.61000000002,0
"BAKERY NAVI MUMBAI",1,4012.89,0
"BAKERY RD HYDERABAD",2,25279.26,0
"BAKERY SECUNDERABAD",2,23069.68,0
BAKROL,24,116048.34958333334,0
"BAKROL (PART)",1,1011116.41,0
BAKSA,18,28856.97444444445,0
BAKSAR,1,19.43,0
BALACHAUR,6,173607.92333333334,0
BALAGHAT,65,135630.5544615385,0
"BALAJI MANDIR MUMBAI",9,34,0
"BALANAGAR RANGAREDDY",2,3322.58,0
"BALANAGAR TOWNSHIP",13,6390.210000000001,0
BALANGIR,28,119589.82428571428,0
"BALARPUR MAINPURI",13,19789.33000000001,0
BALASAUR,1,8432.09,0
BALASORE,106,17056.10811320755,0
BALBADDA,1,21054.85,0
BALESHWAR,28,8513.164642857146,0
BALESWAR,14,8612.664999999999,0
"BALEWADI PUNE",5,63737.280000000006,0
BALGA,17,52910.12,0
BALIA,37,22441.287297297302,0
BALIKUDA,14,16344.839999999998,0
BALIMORA,1,101929.41,0
BALKONDA,5,53641.08999999999,0
"BALKUM THANE THANE",25,3.0900000000000016,0
BALLABGARH,85,80770.64152941178,0
"BALLABGARH FARIDABAD",11,9361.833636363635,0
BALLABGHAR,12,23116.890000000003,0
BALLABHGARH,1,463.82,0
BALLIA,195,59023.14841025639,0
"BALLISTERNATH PAI SCHOOL MUMBAI",2,129220.12,0
BALOD,1,13500.35,0
BALODA,1,311.19,0
BALONGI,3,146649.8,0
BALOTARA,3,12855.31,0
BALOTRA,90,18844.45122222221,0
BALRAMPUR,29,5278.555172413791,0
BALTANA,40,5749.349250000001,0
"BALTANA ZIRAKPUR",1,14107.29,0
BALUGAON,1,29341.88,0
BALURGHAT,1,2696.28,0
BAMBOLIA,1,12856.5,0
BAMBOLIM,1706,39472.56807355521,0
BANAGALORE,17,173969.70235294112,0
BANAGLORE,6,160105.62333333335,0
BANAHATTI,2,289318.98,0
BANALORE,1,27061.57,0
"BANARISI PAN BHANDAR MUMBAI",7,5345.39,0
"BANASHANKARI BANGALORE",4,8902.61,0
"BANASHANKARI II STAGE BANGALORE",5,147882.98,0
"BANASHANKARI III STAGE BANGALORE",5,22611.146,0
"BANASHANKARI2ND STAGE",1,16644.2,0
BANASKANTHA,47,13316.25914893617,0
"BANASWADI BANGALORE",21,19580.910000000003,0
BANDA,48,11733.049375000004,0
BANDIKUI,10,849.46,0
BANDIPORA,2,5418.389999999999,0
"BANDRA (E) MUMBAI",14,312059.43000000005,0
"BANDRA (EAST) MUMBAI",31,29854.586774193573,0
"BANDRA (W)",1,20169.81,0
"BANDRA (W) MUMBAI",3,3658.4733333333334,0
"BANDRA E MUMBAI",118,33567.888571428564,0
"BANDRA EAST MUMBAI",182,28085.225054945044,0
"BANDRA EAST, MUMBAI",2,3278.48,0
"BANDRA KURLA COMPLEX KURLA W MUMBAI",1,72290.19,0
"BANDRA W MUMBAI",37,10665.826486486494,0
"BANDRA WEST MUMBAI",38,186772.60500000007,0
"BANDRA-E MUMBAI",3,12921.753333333334,0
"BANER PUNE",5,70563.018,0
"BANERGHATTA ROAD BANGALORE",4,184.37,0
BANGA,137,40149.97525547446,0
BANGALOE,1,201078.72,0
BANGALOORU,5,66417.70800000001,0
BANGALOR,1,324596.4,0
BANGALORE,80347,102736.75314438836,0
"BANGALORE BANGALORE",52,39750.8942307692,0
"BANGALORE DIST",9,28426.480000000003,0
"BANGALORE EAST",8,1643,0
"BANGALORE HEBBAL",5,87084.39,0
"BANGALORE HSR LAYOUT",1,326120.98,0
"BANGALORE KT",2,220554.25,0
"BANGALORE NORT",6,30301.73,0
"BANGALORE NORTH",94,64161.384042553174,0
"BANGALORE NORTH BANGALORE",10,9832.103,0
"BANGALORE NORTH MARATHAHALLI",17,8093.169999999999,0
"BANGALORE RURAL",24,8887.940416666663,0
"BANGALORE RURAL DIST",2,30538.68,0
"BANGALORE SESHADRIPURAM",10,8808.910000000002,0
"BANGALORE SOUTH",87,223586.84540229893,0
"BANGALORE SOUTH BANGALORE",67,26848.56086956525,0
"BANGALORE URBAN",8,11151.36,0
BANGALROE,45,42858.729555555576,0
BANGALURU,325,318561.98966153857,0
BANGANA,2,45627.73,0
"BANGARAPET KOLAR",1,415.78,0
BANGARPET,3,30.30333333333333,0
BANGARUPALEM,1,20840,0
BANGKOK,1,3270.28,0
BANGLAORE,32,109604.38937500001,0
BANGLORE,135,43123.27503703708,0
"BANGLOWS RAJKOT",3,4835.68,0
"BANJARA HILLS",17,16792.950000000004,0
"BANJARA HILLS HYDERABAD",18,196716.1416666667,0
"BANK ANDHERI (E) MUMBAI",1,5310.47,0
"BANK ATM BANGALORE",11,37599.74,0
"BANK ATM HYDERABAD",2,19451.9,0
"BANK BANGALORE",6,456.63999999999993,0
"BANK CIVIL LINE NAGPUR",2,18186.22,0
"BANK GURGAON",15,1177.3299999999997,0
"BANK GWALIOR",1,498.65,0
"BANK HYDERABAD",14,1997.2235714285712,0
"BANK LANE MUMBAI",6,0.15,0
"BANK MARINE LINES MUMBAI",16,36725.06,0
"BANK MUMBAI",3,7409.686666666666,0
"BANK NAGPUR",7,417.92999999999995,0
"BANK NASHIK",3,18972.82,0
"BANK NAVIMUMBAI",3,2639.28,0
"BANK OF INDIA ATM NEW DELHI",2,2471.1,0
"BANK PATASPUR BRANCH PURBOMEDINIPUR",2,169354.14,0
"BANK PUNE",42,11844.40214285714,0
"BANK RANGAREDDY",1,159994.56,0
"BANK VISAKHAPATNAM",2,1810.16,0
"BANK- HINJEWADI-PUNE",1,39514.86,0
BANKA,32,5936.327187500001,0
BANKI,6,22565.03,0
BANKURA,238,13349.93585774061,0
"BANLA DIST",6,13898.929999999998,0
"BANNARI AMMAN KOIL COIMBATORE",5,14125.219999999998,0
"BANNERGATTA ROAD BANGALORE",8,215672.42999999996,0
"BANNERGHATTA RD BANGALORE",7,116654.48,0
BANOUR,3,169683.09,0
"BANQUETS MUMBAI",1,14845.59,0
BANSBERIA,6,7320.19,0
BANSGAON,8,1167.41,0
BANSULA,11,242.5,0
"BANSUR ALWAR",3,10554.09,0
BANSWARA,195,17168.96405128205,0
BANTVAL,7,NULL,0
BANTWAL,26,35286.2076923077,0
"BANTWAL TQ",1,7756.21,0
BANTWALA,6,8388.12,0
BANUR,70,44921.77785714287,0
BANURH,7,37909.56,0
"BANURI PALAMPUR",3,27995.88,0
"BAPAT MARG ELEPHISTONE RD W MUMBAI",45,722593.1200000003,0
"BAPAT MARG LOWER PAREL",1,5154.48,0
"BAPAT MARG LOWER PAREL MUMBAI",8,8092.94125,0
"BAPAT MARG LOWER PAREL WEST MUMBAI",1,1642.76,0
"BAPAT MARG LOWER PAREL WORLI",1,77.49,0
"BAPAT MARG LOWER PAREL WORLI MUMBAI",13,37641.12846153847,0
"BAPAT MARG LOWER PARELWORLI MUMBAI",3,18401.34,0
"BAPAT ROAD PUNE",16,9209.213750000004,0
"BAPATMARG LOWER PAREL MUMBAI",31,7205.000322580651,0
"BAPATMARG LOWER PAREL WORLI MUMBAI",2,22271.145,0
"BAPATMARG LOWERPAREL (W) MUMBAI",2,42630.38,0
BAPULAPADU,2,5894.02,0
BARABANKI,200,32358.456350000015,0
BARAI,1,64661.8,0
BARAJAGULI,2,29399,0
BARAKAR,8,9132.07,0
"BARAKHAMBA RD C P NEW DELHI",13,11598.709999999995,0
"BARAKHAMBA ROAD C P NEW DELHI",32,18548.430937499998,0
BARAMATI,217,40006.09262672811,0
"BARAMATI BARAMATI",1,6050.67,0
"BARAMATI PUNE BARAMATI",2,50849.92,0
BARAMULLA,74,10514.345675675682,0
BARAN,91,22088.25576086956,0
BARASAT,20,14254.12,0
"BARASAT KOLKATA",4,16247.8,0
BARDDHAMAN,121,53416.95885245905,0
"BARDDHAMAN DURGAPUR",6,250680.92,0
BARDEZ,181,125329.01558011062,0
"BARDEZ BETIM",1,27318.07,0
"BARDEZ GOA",6,102084.56,0
"BARDEZ PORVORIM",3,42741.08,0
BARDHAMAN,155,76748.1801290322,0
"BARDHAMAN AT GORAI MANSION ASANSOL",3,100838.27999999998,0
"BARDHAMAN DURGAPUR",5,13260.939999999999,0
BARDOLI,79,110623.93949367087,0
BAREGARH,1,92752.34,0
BAREILLY,1586,93371.72892970256,0
"BAREILLY BAREILLY",2,33267.89,0
BARELLIY,3,164547.43,0
BARGAON,11,28641.669999999987,0
BARGARH,32,7729.484375000002,0
"BARIATU ROAD RANCHI",91,19442.457692307707,0
"BARIATU ROAD RANCHI RANCHI",400,25310.353474999974,0
"BARIGADE ROAD AREA BANGALORE",1,6918.32,0
BARIPADA,11,39954.79181818182,0
BARMER,319,132671.2190595611,0
BARNALA,322,20199.14268518522,0
BARODA,393,228186.27502550968,0
"BARODA VADODARA",17,13256.25,0
BARODA-VADODARA,1,0.01,0
BAROTHA,1,11444.93,0
BAROTIWALA,13,24662.08384615385,0
BARPETA,1,8.25,0
"BARPETA ROAD, ASSAM",19,5404.974210526316,0
BARSAR,16,25311.26875,0
BARSHI,1,36871.8,0
BARUARI,3,14424.93,0
"BARVE NAGAR MUMBAI",8,15594.886250000003,0
BARWANI,33,21574.761818181814,0
"BASAVANAGUDI BANGALORE",1,980.05,0
"BASAVESHWAR NAGAR BANGALORE",1,26.88,0
"BASAVESHWARANAGAR BANGALORE",8,108651.66000000002,0
"BASAWESHWAR NAGAR BANGALORE",6,9492.99,0
BASDEHRA,3,16.89,0
"BASHEER BAGH HYDERABAD",7,22948.06,0
BASINGSTOKE,7,6600,0
